pitcher,game_date,IP,ER,R,H,BB,SO,Pit,rest_days,opp_ops,is_home,avg_ip_last3,avg_er_last3,opp_team,Team,season_era,season_whip,hand
Chris Sale,2024/6/7 00:00,7,2,2,5,1,10,102,6,0.684,0,6,3.67,WSH,,2.38,1.01,L
Chris Sale,2024/6/14 00:00,7,2,2,5,2,7,105,7,0.669,1,6,4,TB,,2.38,1.01,L
Chris Sale,2024/6/21 00:00,5,1,1,1,3,8,95,7,0.761,0,6.33,1.67,NYY,,2.38,1.01,L
Chris Sale,2024/6/27 00:00,7,1,1,4,1,11,105,6,0.618,0,6.33,1.33,CWS,,2.38,1.01,L
Chris Sale,2024/7/3 00:00,6,1,1,3,2,9,103,6,0.701,1,6,1,SF,,2.38,1.01,L
Chris Sale,2024/7/9 00:00,5.1,2,2,5,3,9,100,6,0.777,0,6.03,1.33,AZ,,2.38,1.01,L
Chris Sale,2024/7/14 00:00,5,1,1,4,2,4,79,5,0.745,0,5.37,1.33,SD,,2.38,1.01,L
Chris Sale,2024/7/25 00:00,7.1,2,2,2,1,9,95,11,0.734,0,5.73,1.67,NYM,,2.38,1.01,L
Chris Sale,2024/7/31 00:00,5.2,2,2,6,3,6,100,6,0.729,0,5.77,1.67,MIL,,2.38,1.01,L
Chris Sale,2024/8/7 00:00,4.2,2,3,9,2,10,96,7,0.729,1,5.5,2,MIL,,2.38,1.01,L
Chris Sale,2024/8/12 00:00,7,0,0,4,0,12,107,5,0.701,0,5.47,1.33,SF,,2.38,1.01,L
Chris Sale,2024/8/17 00:00,6,2,2,6,2,10,96,5,0.671,0,5.73,1.33,LAA,,2.38,1.01,L
Chris Sale,2024/8/23 00:00,7,2,2,9,1,4,99,6,0.684,1,6.67,1.33,WSH,,2.38,1.01,L
Chris Sale,2024/8/28 00:00,6,1,1,6,1,6,109,5,0.726,0,6.33,1.67,MIN,,2.38,1.01,L
Chris Sale,2024/9/3 00:00,7,0,0,6,0,9,93,6,0.704,1,6.67,1,COL,,2.38,1.01,L
Chris Sale,2024/9/8 00:00,6,0,0,2,1,7,113,5,0.703,1,6.33,0.33,TOR,,2.38,1.01,L
Chris Sale,2024/9/14 00:00,6,1,1,5,2,6,96,6,0.781,1,6.33,0.33,LAD,,2.38,1.01,L
Chris Sale,2024/9/19 00:00,5,2,2,5,2,6,93,5,0.693,0,5.67,1,CIN,,2.38,1.01,L
Clarke Schmidt,2024/3/31 00:00,5.1,3,3,7,0,5,75,5,0.741,0,5.1,3,HOU,,2.85,1.18,R
Clarke Schmidt,2024/4/6 00:00,4.1,2,2,6,3,4,91,6,0.703,1,4.6,2.5,TOR,,2.85,1.18,R
Clarke Schmidt,2024/4/13 00:00,5,1,2,3,5,7,85,7,0.703,0,4.73,2,CLE,,2.85,1.18,R
Clarke Schmidt,2024/4/19 00:00,5.1,1,1,7,0,7,102,6,0.669,1,4.73,1.33,TB,,2.85,1.18,R
Clarke Schmidt,2024/4/24 00:00,5.1,3,3,4,2,6,92,5,0.694,1,5.07,1.67,OAK,,2.85,1.18,R
Clarke Schmidt,2024/4/29 00:00,5.2,1,1,3,3,5,92,5,0.751,0,5.13,1.67,BAL,,2.85,1.18,R
Clarke Schmidt,2024/5/4 00:00,5,3,3,4,0,7,91,5,0.685,1,5.1,2.33,DET,,2.85,1.18,R
Clarke Schmidt,2024/5/10 00:00,6.2,0,0,5,2,6,87,6,0.669,0,5.47,1.33,TB,,2.85,1.18,R
Clarke Schmidt,2024/5/16 00:00,8,0,0,3,0,8,103,6,0.726,0,6.4,1,MIN,,2.85,1.18,R
Clarke Schmidt,2024/5/21 00:00,5,2,2,4,2,6,100,5,0.687,1,6.4,0.67,SEA,,2.85,1.18,R
Clarke Schmidt,2024/5/26 00:00,5,1,2,3,3,6,101,5,0.745,0,6,1,SD,,2.85,1.18,R
Clarke Schmidt,2024/9/7 00:00,4.2,0,0,4,1,2,75,104,0.71,0,4.73,1,CHC,,2.85,1.18,R
Clarke Schmidt,2024/9/13 00:00,5.2,2,2,5,1,5,86,6,0.741,1,4.8,1,BOS,,2.85,1.18,R
Clarke Schmidt,2024/9/19 00:00,5,1,3,6,3,7,99,6,0.687,0,4.8,1,SEA,,2.85,1.18,R
Clarke Schmidt,2024/9/24 00:00,5.1,3,3,4,1,7,100,5,0.751,1,5.1,2,BAL,,2.85,1.18,R
Clarke Schmidt,2024/9/29 00:00,4,4,4,3,4,5,75,5,0.672,1,4.7,2.67,PIT,,2.85,1.18,R
Clarke Schmidt,2024/10/9 00:00,4.2,2,2,4,1,4,71,10,0.71,0,4.43,3,KC,,2.85,1.18,R
Clarke Schmidt,2024/10/17 00:00,4.2,2,2,5,2,2,78,8,0.703,0,4.13,2.67,CLE,,2.85,1.18,R
Clarke Schmidt,2024/10/28 00:00,2.2,3,3,2,4,3,68,11,0.781,1,3.53,2.33,LAD,,2.85,1.18,R
Clayton Kershaw,2024/7/25 00:00,4,2,2,6,2,6,72,5,0.701,1,4,2,SF,,4.5,1.5,L
Clayton Kershaw,2024/7/31 00:00,3.2,3,7,6,1,0,83,6,0.745,0,3.6,2.5,SD,,4.5,1.5,L
Clayton Kershaw,2024/8/6 00:00,4.2,1,1,5,0,5,81,6,0.75,1,3.8,2,PHI,,4.5,1.5,L
Clayton Kershaw,2024/8/12 00:00,5.2,1,1,3,2,6,83,6,0.729,0,4.2,1.67,MIL,,4.5,1.5,L
Clayton Kershaw,2024/8/18 00:00,6,0,0,4,1,2,70,6,0.703,0,5.13,0.67,STL,,4.5,1.5,L
Clayton Kershaw,2024/8/24 00:00,5,5,5,9,2,5,88,6,0.669,1,5.4,2,TB,,4.5,1.5,L
Clayton Kershaw,2024/8/30 00:00,1,3,3,3,1,0,27,6,0.777,0,4,2.67,AZ,,4.5,1.5,L
Cody Bradford,2024/3/30 00:00,5,2,2,3,1,6,76,5,0.71,1,5,2,CHC,,3.54,1.01,L
Cody Bradford,2024/4/5 00:00,7.2,1,1,2,0,4,97,6,0.741,1,6.1,1.5,HOU,,3.54,1.01,L
Cody Bradford,2024/4/10 00:00,6.2,0,1,5,1,7,94,5,0.694,1,6.13,1,OAK,,3.54,1.01,L
Cody Bradford,2024/7/30 00:00,2,5,5,5,1,2,46,111,0.703,0,5.13,2,STL,,3.54,1.01,L
Cody Bradford,2024/8/3 00:00,3.2,3,3,4,1,5,59,4,0.741,1,3.8,2.67,BOS,,3.54,1.01,L
Cody Bradford,2024/8/10 00:00,5,1,1,5,0,7,92,7,0.761,0,3.4,3,NYY,,3.54,1.01,L
Cody Bradford,2024/8/15 00:00,6,2,2,6,2,2,104,5,0.726,1,4.73,2,MIN,,3.54,1.01,L
Cody Bradford,2024/8/20 00:00,7,3,3,5,0,8,96,5,0.672,1,6,2,PIT,,3.54,1.01,L
Cody Bradford,2024/8/25 00:00,6,1,2,3,2,3,85,5,0.703,0,6.33,2,CLE,,3.54,1.01,L
Cody Bradford,2024/8/31 00:00,7,2,2,4,0,8,97,6,0.694,1,6.67,2,OAK,,3.54,1.01,L
Cody Bradford,2024/9/5 00:00,6,1,1,2,2,4,90,5,0.671,1,6.33,1.33,LAA,,3.54,1.01,L
Cody Bradford,2024/9/11 00:00,3.2,8,8,9,0,4,59,6,0.777,0,5.4,3.67,AZ,,3.54,1.01,L
Cody Bradford,2024/9/18 00:00,7,0,0,5,0,6,90,7,0.703,1,5.4,3,TOR,,3.54,1.01,L
Cody Bradford,2024/9/25 00:00,3.2,1,1,6,3,4,90,7,0.694,0,4.47,3,OAK,,3.54,1.01,L
Cody Poteet,2024/4/13 00:00,6,1,1,6,0,4,77,5,0.703,0,6,1,CLE,,2.22,1.07,R
Cody Poteet,2024/6/1 00:00,5,2,3,3,1,6,78,49,0.701,0,5.5,1.5,SF,,2.22,1.07,R
Cody Poteet,2024/6/7 00:00,4.2,0,0,2,3,1,84,6,0.781,1,5.07,1,LAD,,2.22,1.07,R
Cody Poteet,2024/6/12 00:00,5.1,2,2,4,3,2,88,5,0.71,0,4.77,1.33,KC,,2.22,1.07,R
Cody Poteet,2024/9/25 00:00,3.1,1,1,3,1,3,57,105,0.751,1,4.13,1,BAL,,2.22,1.07,R
Cole Irvin,2024/4/2 00:00,5,4,4,7,2,3,81,5,0.71,1,5,4,KC,,5.11,1.45,L
Cole Irvin,2024/4/10 00:00,5,5,5,7,3,4,78,8,0.741,0,5,4.5,BOS,,5.11,1.45,L
Cole Irvin,2024/4/15 00:00,4.2,2,2,6,0,4,82,5,0.726,1,4.73,3.67,MIN,,5.11,1.45,L
Cole Irvin,2024/4/21 00:00,6.2,0,0,4,2,2,93,6,0.71,0,5.13,2.33,KC,,5.11,1.45,L
Cole Irvin,2024/4/27 00:00,7,0,0,4,0,5,89,6,0.694,1,5.8,0.67,OAK,,5.11,1.45,L
Cole Irvin,2024/5/3 00:00,6.1,0,0,2,0,4,72,6,0.693,0,6.43,0,CIN,,5.11,1.45,L
Cole Irvin,2024/5/10 00:00,5.2,2,2,5,1,6,95,7,0.777,1,6.1,0.67,AZ,,5.11,1.45,L
Cole Irvin,2024/5/19 00:00,2,0,0,1,0,0,13,9,0.687,1,4.43,0.67,SEA,,5.11,1.45,L
Cole Irvin,2024/5/22 00:00,3.1,3,5,6,0,2,56,3,0.703,0,3.43,1.67,STL,,5.11,1.45,L
Cole Irvin,2024/5/27 00:00,5,0,0,4,3,6,92,5,0.741,1,3.37,1,BOS,,5.11,1.45,L
Cole Irvin,2024/6/2 00:00,6.1,2,2,8,1,1,90,6,0.669,1,4.73,1.67,TB,,5.11,1.45,L
Cole Irvin,2024/6/7 00:00,5.2,2,3,8,0,6,85,5,0.669,0,5.43,1.33,TB,,5.11,1.45,L
Cole Irvin,2024/6/13 00:00,5.2,3,4,9,1,8,100,6,0.724,1,5.5,2.33,ATL,,5.11,1.45,L
Cole Irvin,2024/6/20 00:00,4.2,5,5,5,2,2,84,7,0.761,0,4.87,3.33,NYY,,5.11,1.45,L
Cole Irvin,2024/6/25 00:00,4,4,8,10,0,1,71,5,0.703,1,4.47,4,CLE,,5.11,1.45,L
Cole Irvin,2024/6/30 00:00,3.2,5,5,5,2,2,80,5,0.686,1,3.8,4.67,TEX,,5.11,1.45,L
Cole Irvin,2024/7/6 00:00,4,5,5,5,3,4,67,6,0.694,0,3.73,4.67,OAK,,5.11,1.45,L
Cole Irvin,2024/7/11 00:00,4,4,4,7,0,1,53,5,0.71,1,3.73,4.67,CHC,,5.11,1.45,L
Cole Irvin,2024/7/24 00:00,1,0,0,0,0,0,12,13,0.678,0,3,3,MIA,,5.11,1.45,L
Cole Irvin,2024/7/27 00:00,2,4,4,5,1,0,38,3,0.745,1,2.33,2.67,SD,,5.11,1.45,L
Cole Irvin,2024/7/29 00:00,3,1,1,4,0,5,54,2,0.703,1,2,1.67,TOR,,5.11,1.45,L
Cole Irvin,2024/8/21 00:00,4.1,2,2,5,2,2,83,23,0.734,0,3.03,2.33,NYM,,5.11,1.45,L
Cole Irvin,2024/8/27 00:00,4.1,2,2,5,2,3,60,6,0.781,0,3.73,1.67,LAD,,5.11,1.45,L
Cole Irvin,2024/9/2 00:00,3,1,1,2,0,2,43,6,0.618,1,3.73,1.67,CWS,,5.11,1.45,L
Cole Irvin,2024/9/9 00:00,1,2,2,2,0,3,19,7,0.741,0,2.7,1.67,BOS,,5.11,1.45,L
Cole Irvin,2024/9/17 00:00,0.1,0,0,0,0,0,3,8,0.703,0,1.37,1,CLE,,5.11,1.45,L
Cole Irvin,2024/9/19 00:00,1.2,1,1,4,0,2,30,2,0.703,0,0.77,1,CLE,,5.11,1.45,L
Cole Irvin,2024/9/22 00:00,0.2,4,4,2,2,0,25,3,0.741,0,0.5,1.67,BOS,,5.11,1.45,L
Cole Irvin,2024/9/24 00:00,1,0,0,0,2,0,19,2,0.678,1,0.8,1.67,MIA,,5.11,1.45,L
Cole Ragans,2024/3/28 00:00,6,2,2,5,3,9,97,5,0.726,1,6,2,MIN,,3.14,1.14,L
Cole Ragans,2024/4/3 00:00,6.1,0,0,1,2,7,91,6,0.751,0,6.05,1,BAL,,3.14,1.14,L
Cole Ragans,2024/4/9 00:00,5,3,3,10,1,5,96,6,0.741,1,5.7,1.67,HOU,,3.14,1.14,L
Cole Ragans,2024/4/14 00:00,6,0,0,5,1,8,99,5,0.734,0,5.7,1,NYM,,3.14,1.14,L
Cole Ragans,2024/4/20 00:00,1.2,7,7,9,0,4,62,6,0.751,1,4.07,3.33,BAL,,3.14,1.14,L
Cole Ragans,2024/4/25 00:00,5,1,1,3,3,4,76,5,0.703,1,4.07,2.67,TOR,,3.14,1.14,L
Cole Ragans,2024/4/30 00:00,6.2,1,1,4,3,9,105,5,0.703,0,4.13,3,TOR,,3.14,1.14,L
Cole Ragans,2024/5/6 00:00,6,2,2,2,2,8,95,6,0.729,1,5.73,1.33,MIL,,3.14,1.14,L
Cole Ragans,2024/5/11 00:00,6.1,7,7,8,1,3,102,5,0.671,0,6.1,3.33,LAA,,3.14,1.14,L
Cole Ragans,2024/5/17 00:00,7,0,0,2,2,7,94,6,0.694,1,6.37,3,OAK,,3.14,1.14,L
Cole Ragans,2024/5/22 00:00,6,0,0,1,3,12,100,5,0.685,1,6.37,2.33,DET,,3.14,1.14,L
Cole Ragans,2024/5/28 00:00,5,2,3,8,1,7,95,6,0.726,0,6,0.67,MIN,,3.14,1.14,L
Cole Ragans,2024/6/2 00:00,6,1,1,5,2,6,97,5,0.745,1,5.67,1,SD,,3.14,1.14,L
Cole Ragans,2024/6/9 00:00,6,1,1,3,1,9,107,7,0.687,1,5.67,1.33,SEA,,3.14,1.14,L
Cole Ragans,2024/6/14 00:00,7,3,3,6,1,4,102,5,0.781,0,6.33,1.67,LAD,,3.14,1.14,L
Cole Ragans,2024/6/19 00:00,6,2,2,4,4,7,102,5,0.694,0,6.33,2,OAK,,3.14,1.14,L
Cole Ragans,2024/6/24 00:00,6,1,1,4,3,11,108,5,0.678,1,6.33,2,MIA,,3.14,1.14,L
Cole Ragans,2024/6/29 00:00,4.2,5,5,6,1,6,93,5,0.703,1,5.4,2.67,CLE,,3.14,1.14,L
Cole Ragans,2024/7/5 00:00,7,2,2,5,3,8,106,6,0.704,0,5.73,2.67,COL,,3.14,1.14,L
Cole Ragans,2024/7/12 00:00,7,1,1,4,1,7,102,7,0.741,0,6.07,2.67,BOS,,3.14,1.14,L
Cole Ragans,2024/7/22 00:00,6,3,3,6,2,5,105,10,0.777,1,6.67,2,AZ,,3.14,1.14,L
Cole Ragans,2024/7/28 00:00,5.2,4,4,8,1,7,102,6,0.71,1,6.07,2.67,CHC,,3.14,1.14,L
Cole Ragans,2024/8/2 00:00,5.2,2,2,2,4,6,97,5,0.685,0,5.47,3,DET,,3.14,1.14,L
Cole Ragans,2024/8/7 00:00,6.1,1,4,6,2,7,106,5,0.741,1,5.5,2.33,BOS,,3.14,1.14,L
Cole Ragans,2024/8/14 00:00,7,1,1,5,0,8,106,7,0.726,0,6.1,1.33,MIN,,3.14,1.14,L
Cole Ragans,2024/8/20 00:00,5,4,5,3,3,9,97,6,0.671,1,6.03,2,LAA,,3.14,1.14,L
Cole Ragans,2024/8/26 00:00,4,1,2,3,4,4,94,6,0.703,0,5.33,2,CLE,,3.14,1.14,L
Cole Ragans,2024/8/31 00:00,5,5,5,4,2,10,93,5,0.741,0,4.67,3.33,HOU,,3.14,1.14,L
Cole Ragans,2024/9/6 00:00,6,0,0,4,1,7,95,6,0.726,1,5,2,MIN,,3.14,1.14,L
Cole Ragans,2024/9/11 00:00,6,2,2,3,3,7,100,5,0.761,0,5.67,2.33,NYY,,3.14,1.14,L
Cole Ragans,2024/9/17 00:00,7,1,1,4,4,6,105,6,0.685,1,6.33,1,DET,,3.14,1.14,L
Cole Ragans,2024/9/24 00:00,6,0,0,3,3,6,89,7,0.684,0,6.33,1,WSH,,3.14,1.14,L
Cole Ragans,2024/10/1 00:00,6,0,0,4,0,8,80,7,0.751,0,6.33,0.33,BAL,,3.14,1.14,L
Cole Ragans,2024/10/7 00:00,4,1,1,3,4,5,87,6,0.761,0,5.33,0.33,NYY,,3.14,1.14,L
Cole Sulser,2024/4/8 00:00,1,1,1,2,1,1,28,5,0.724,0,1,1,ATL,,2.76,1.1,R
Cole Sulser,2024/4/9 00:00,1,0,0,0,0,1,8,1,0.724,0,1,0.5,ATL,,2.76,1.1,R
Cole Sulser,2024/4/13 00:00,1.2,3,3,3,2,2,43,4,0.71,1,1.07,1.33,KC,,2.76,1.1,R
Cole Sulser,2024/5/7 00:00,1,1,1,1,0,3,15,24,0.703,0,1.07,1.33,STL,,2.76,1.1,R
Cole Sulser,2024/8/12 00:00,1,0,0,0,0,2,10,97,0.741,1,1.07,1.33,HOU,,2.76,1.1,R
Cole Sulser,2024/9/1 00:00,2.2,0,0,1,3,1,48,20,0.745,1,1.4,0.33,SD,,2.76,1.1,R
Cole Sulser,2024/9/4 00:00,2,0,0,1,0,1,37,3,0.726,1,1.73,0,MIN,,2.76,1.1,R
Cole Sulser,2024/9/9 00:00,1,0,0,0,2,0,28,5,0.75,0,1.73,0,PHI,,2.76,1.1,R
Cole Sulser,2024/9/12 00:00,3,0,0,0,1,4,46,3,0.703,0,2,0,CLE,,2.76,1.1,R
Cole Sulser,2024/9/15 00:00,2,0,0,1,0,0,29,3,0.703,0,2,0,CLE,,2.76,1.1,R
Colin Rea,2024/3/31 00:00,5,1,1,5,2,2,84,5,0.734,0,5,1,NYM,,4.29,1.26,R
Colin Rea,2024/4/7 00:00,6,1,2,7,0,3,81,7,0.687,1,5.5,1,SEA,,4.29,1.26,R
Colin Rea,2024/4/14 00:00,5.2,3,3,5,1,6,87,7,0.751,0,5.4,1.67,BAL,,4.29,1.26,R
Colin Rea,2024/4/21 00:00,5,0,0,5,3,3,89,7,0.703,0,5.4,1.33,STL,,4.29,1.26,R
Colin Rea,2024/4/26 00:00,6,5,5,4,3,4,86,5,0.761,1,5.4,2.67,NYY,,4.29,1.26,R
Colin Rea,2024/5/1 00:00,6,0,0,4,2,5,99,5,0.669,1,5.67,1.67,TB,,4.29,1.26,R
Colin Rea,2024/5/7 00:00,4.2,4,4,7,1,2,65,6,0.71,0,5.4,3,KC,,4.29,1.26,R
Colin Rea,2024/5/13 00:00,6,3,3,6,1,5,103,6,0.672,1,5.4,2.33,PIT,,4.29,1.26,R
Colin Rea,2024/5/19 00:00,4.1,5,5,8,4,5,96,6,0.741,0,4.77,4,HOU,,4.29,1.26,R
Colin Rea,2024/5/25 00:00,5.2,2,2,3,3,2,68,6,0.741,0,5.1,3.33,BOS,,4.29,1.26,R
Colin Rea,2024/5/30 00:00,5.1,1,1,5,1,5,79,5,0.71,1,4.8,2.67,CHC,,4.29,1.26,R
Colin Rea,2024/6/4 00:00,4,0,0,4,2,2,70,5,0.75,0,4.77,1,PHI,,4.29,1.26,R
Colin Rea,2024/6/10 00:00,7,1,1,3,0,4,85,6,0.703,1,5.37,0.67,TOR,,4.29,1.26,R
Colin Rea,2024/6/16 00:00,6,2,3,4,1,6,92,6,0.693,1,5.67,1,CIN,,4.29,1.26,R
Colin Rea,2024/6/21 00:00,5.1,5,5,6,2,0,69,5,0.745,0,6.03,2.67,SD,,4.29,1.26,R
Colin Rea,2024/6/28 00:00,5.1,2,2,3,2,8,97,7,0.71,1,5.4,3,CHC,,4.29,1.26,R
Colin Rea,2024/7/3 00:00,7,0,0,6,0,4,97,5,0.704,0,5.73,2.33,COL,,4.29,1.26,R
Colin Rea,2024/7/9 00:00,5,7,7,6,2,3,87,6,0.672,1,5.7,3,PIT,,4.29,1.26,R
Colin Rea,2024/7/14 00:00,5.2,2,2,5,1,7,88,5,0.684,1,5.73,3,WSH,,4.29,1.26,R
Colin Rea,2024/7/23 00:00,5,0,0,4,2,8,93,9,0.71,0,5.07,3,CHC,,4.29,1.26,R
Colin Rea,2024/7/29 00:00,5.1,2,2,3,2,6,82,6,0.724,1,5.1,1.33,ATL,,4.29,1.26,R
Colin Rea,2024/8/6 00:00,7,0,0,5,1,9,92,8,0.724,0,5.7,0.67,ATL,,4.29,1.26,R
Colin Rea,2024/8/13 00:00,6,7,7,10,0,4,100,7,0.781,1,6.03,3,LAD,,4.29,1.26,R
Colin Rea,2024/8/18 00:00,7,0,0,2,0,5,88,5,0.703,1,6.67,2.33,CLE,,4.29,1.26,R
Colin Rea,2024/8/24 00:00,6.2,4,4,8,0,5,102,6,0.694,0,6.4,3.67,OAK,,4.29,1.26,R
Colin Rea,2024/8/30 00:00,4,3,4,6,0,5,92,6,0.693,0,5.73,2.33,CIN,,4.29,1.26,R
Colin Rea,2024/9/4 00:00,4,2,2,4,2,4,75,5,0.703,1,4.73,3,STL,,4.29,1.26,R
Colin Rea,2024/9/11 00:00,4,10,10,11,1,1,74,7,0.701,0,4,5,SF,,4.29,1.26,R
Colin Rea,2024/9/16 00:00,2.2,0,0,3,0,1,29,5,0.75,1,3.4,4,PHI,,4.29,1.26,R
Colin Rea,2024/9/20 00:00,4,3,3,5,1,4,67,4,0.777,1,3.4,4.33,AZ,,4.29,1.26,R
Colin Rea,2024/9/24 00:00,1.1,0,0,2,0,2,28,4,0.672,0,2.43,1,PIT,,4.29,1.26,R
Colin Rea,2024/9/29 00:00,5.2,5,5,10,3,5,106,5,0.734,1,3.43,2.67,NYM,,4.29,1.26,R
Cooper Criswell,2024/4/13 00:00,4,2,2,5,1,4,83,5,0.671,1,4,2,LAA,,4.08,1.35,R
Cooper Criswell,2024/4/18 00:00,2.1,1,4,3,1,0,55,5,0.703,1,3.05,1.5,CLE,,4.08,1.35,R
Cooper Criswell,2024/4/24 00:00,5,0,0,3,0,3,72,6,0.703,0,3.7,1,CLE,,4.08,1.35,R
Cooper Criswell,2024/4/30 00:00,5,0,0,2,1,4,79,6,0.701,1,4.03,0.33,SF,,4.08,1.35,R
Cooper Criswell,2024/5/5 00:00,4.1,1,1,5,1,5,80,5,0.726,0,4.7,0.33,MIN,,4.08,1.35,R
Cooper Criswell,2024/5/11 00:00,5,2,2,3,1,9,79,6,0.684,1,4.7,1,WSH,,4.08,1.35,R
Cooper Criswell,2024/5/16 00:00,3.2,3,5,4,2,3,100,5,0.669,1,4.1,2,TB,,4.08,1.35,R
Cooper Criswell,2024/5/21 00:00,5.1,2,2,6,1,6,79,5,0.669,0,4.43,2.33,TB,,4.08,1.35,R
Cooper Criswell,2024/5/27 00:00,4,7,7,7,1,2,76,6,0.751,0,4.1,4,BAL,,4.08,1.35,R
Cooper Criswell,2024/6/1 00:00,5,1,1,4,1,5,83,5,0.685,1,4.7,3.33,DET,,4.08,1.35,R
Cooper Criswell,2024/6/7 00:00,4.1,3,4,5,1,2,88,6,0.618,0,4.37,3.67,CWS,,4.08,1.35,R
Cooper Criswell,2024/6/15 00:00,4,2,2,3,2,6,88,8,0.761,1,4.37,2,NYY,,4.08,1.35,R
Cooper Criswell,2024/7/12 00:00,6,5,5,9,2,1,104,27,0.71,1,4.7,3.33,KC,,4.08,1.35,R
Cooper Criswell,2024/7/23 00:00,7,0,0,6,1,4,105,11,0.704,0,5.67,2.33,COL,,4.08,1.35,R
Cooper Criswell,2024/7/28 00:00,1,1,1,2,0,1,20,5,0.761,1,4.67,2,NYY,,4.08,1.35,R
Cooper Criswell,2024/7/30 00:00,3,0,0,0,0,0,32,2,0.687,1,3.67,0.33,SEA,,4.08,1.35,R
Cooper Criswell,2024/8/3 00:00,2,0,0,2,1,0,28,4,0.686,0,2,0.33,TEX,,4.08,1.35,R
Cooper Criswell,2024/8/5 00:00,0.2,2,2,3,0,1,25,2,0.71,0,1.73,0.67,KC,,4.08,1.35,R
Cooper Criswell,2024/8/16 00:00,3.1,6,6,9,4,1,79,11,0.751,0,1.77,2.67,BAL,,4.08,1.35,R
Cooper Criswell,2024/8/21 00:00,4.2,1,1,4,1,4,80,5,0.741,0,2.5,3,HOU,,4.08,1.35,R
Cooper Criswell,2024/8/27 00:00,3.1,1,1,5,3,0,72,6,0.703,1,3.47,2.67,TOR,,4.08,1.35,R
Cooper Criswell,2024/9/1 00:00,4,0,0,0,0,5,52,5,0.685,0,3.77,0.67,DET,,4.08,1.35,R
Cooper Criswell,2024/9/7 00:00,5,2,2,6,2,0,79,6,0.618,1,4.03,1,CWS,,4.08,1.35,R
Cooper Criswell,2024/9/12 00:00,5.1,1,1,4,3,4,86,5,0.761,0,4.7,1,NYY,,4.08,1.35,R
Cooper Criswell,2024/9/18 00:00,1,0,0,0,0,2,10,6,0.669,0,3.7,1,TB,,4.08,1.35,R
Cooper Criswell,2024/9/20 00:00,1,2,3,3,1,1,22,2,0.726,1,2.37,1,MIN,,4.08,1.35,R
Corbin Burnes,2024/3/28 00:00,6,1,1,1,0,11,82,5,0.671,1,6,1,LAA,,2.92,1.1,R
Corbin Burnes,2024/4/3 00:00,5.2,2,2,9,0,3,100,6,0.71,1,5.6,1.5,KC,,2.92,1.1,R
Corbin Burnes,2024/4/9 00:00,7,1,1,2,2,6,90,6,0.741,0,6.07,1.33,BOS,,2.92,1.1,R
Corbin Burnes,2024/4/14 00:00,5,2,3,6,2,5,98,5,0.729,1,5.73,1.67,MIL,,2.92,1.1,R
Corbin Burnes,2024/4/20 00:00,5.2,3,3,4,1,4,98,6,0.71,0,5.73,2,KC,,2.92,1.1,R
Corbin Burnes,2024/4/26 00:00,6,1,1,3,3,6,97,6,0.694,1,5.4,2,OAK,,2.92,1.1,R
Corbin Burnes,2024/5/1 00:00,6,2,2,4,1,6,95,5,0.761,1,5.73,2,NYY,,2.92,1.1,R
Corbin Burnes,2024/5/7 00:00,6.1,3,3,5,3,6,95,6,0.684,0,6.03,2,WSH,,2.92,1.1,R
Corbin Burnes,2024/5/13 00:00,6,1,1,6,2,2,85,6,0.703,1,6.03,2,TOR,,2.92,1.1,R
Corbin Burnes,2024/5/19 00:00,6,0,1,6,1,11,94,6,0.687,1,6.03,1.33,SEA,,2.92,1.1,R
Corbin Burnes,2024/5/24 00:00,6,3,3,7,2,6,93,5,0.618,0,6,1.33,CWS,,2.92,1.1,R
Corbin Burnes,2024/5/29 00:00,7,0,1,3,3,5,108,5,0.741,1,6.33,1,BOS,,2.92,1.1,R
Corbin Burnes,2024/6/4 00:00,7,1,1,4,1,5,99,6,0.703,0,6.67,1.33,TOR,,2.92,1.1,R
Corbin Burnes,2024/6/10 00:00,7,0,2,5,1,6,92,6,0.669,0,7,0.33,TB,,2.92,1.1,R
Corbin Burnes,2024/6/16 00:00,6,2,2,7,2,7,94,6,0.75,1,6.67,1,PHI,,2.92,1.1,R
Corbin Burnes,2024/6/22 00:00,7,4,4,5,0,5,90,6,0.741,0,6.67,2,HOU,,2.92,1.1,R
Corbin Burnes,2024/6/27 00:00,7,1,1,9,0,5,88,5,0.686,1,6.67,2.33,TEX,,2.92,1.1,R
Corbin Burnes,2024/7/4 00:00,6,2,2,4,1,6,94,7,0.687,0,6.67,2.33,SEA,,2.92,1.1,R
Corbin Burnes,2024/7/10 00:00,6,3,3,9,0,5,97,6,0.71,1,6.33,2,CHC,,2.92,1.1,R
Corbin Burnes,2024/7/19 00:00,6,1,1,2,4,6,101,9,0.686,0,6,2,TEX,,2.92,1.1,R
Corbin Burnes,2024/7/25 00:00,7.1,3,3,6,1,5,96,6,0.678,0,6.37,2.33,MIA,,2.92,1.1,R
Corbin Burnes,2024/7/30 00:00,6.2,2,2,4,3,7,99,5,0.703,1,6.43,2,TOR,,2.92,1.1,R
Corbin Burnes,2024/8/4 00:00,5,4,5,7,1,4,92,5,0.703,0,6.1,3,CLE,,2.92,1.1,R
Corbin Burnes,2024/8/10 00:00,6,3,3,4,1,5,98,6,0.669,0,5.73,3,TB,,2.92,1.1,R
