pitcher,game_date,IP,ER,R,H,BB,SO,Pit,rest_days,opp_ops,is_home,avg_ip_last3,avg_er_last3,opp_team,Team,season_era,season_whip,hand
Aaron Brooks,2024/5/15 00:00,7,3,3,7,1,5,84,5,0.741,0,7,3,HOU,,5.06,1.54,R
Aaron Brooks,2024/5/21 00:00,6,3,3,6,1,3,85,6,0.704,1,6.5,3,COL,,5.06,1.54,R
Aaron Brooks,2024/5/26 00:00,4.1,1,5,9,3,1,90,5,0.741,1,5.7,2.33,HOU,,5.06,1.54,R
Aaron Brooks,2024/6/1 00:00,4.1,7,7,7,1,1,79,6,0.724,0,4.73,3.67,ATL,,5.06,1.54,R
Aaron Brooks,2024/6/24 00:00,5,1,1,4,2,2,65,23,0.671,0,4.4,3,LAA,,5.06,1.54,R
Aaron Civale,2024/3/29 00:00,6,1,1,4,1,6,86,5,0.703,1,6,1,TOR,,4.36,1.3,R
Aaron Civale,2024/4/3 00:00,6,1,1,4,2,8,87,5,0.686,1,6,1,TEX,,4.36,1.3,R
Aaron Civale,2024/4/9 00:00,5,2,3,4,1,4,78,6,0.671,0,5.67,1.33,LAA,,4.36,1.3,R
Aaron Civale,2024/4/16 00:00,6,3,3,5,0,8,101,7,0.671,1,5.67,2,LAA,,4.36,1.3,R
Aaron Civale,2024/4/21 00:00,4.2,5,5,8,5,5,104,5,0.761,0,5.07,3.33,NYY,,4.36,1.3,R
Aaron Civale,2024/4/27 00:00,4.1,6,6,8,0,3,73,6,0.618,0,4.77,4.67,CWS,,4.36,1.3,R
Aaron Civale,2024/5/3 00:00,4.2,7,7,6,1,5,77,6,0.734,1,4.17,6,NYM,,4.36,1.3,R
Aaron Civale,2024/5/8 00:00,4.2,2,2,5,2,4,82,5,0.618,1,4.17,5,CWS,,4.36,1.3,R
Aaron Civale,2024/5/14 00:00,5,3,3,5,0,6,76,6,0.741,0,4.47,4,BOS,,4.36,1.3,R
Aaron Civale,2024/5/19 00:00,5.1,4,5,6,4,3,96,5,0.703,0,4.77,3,TOR,,4.36,1.3,R
Aaron Civale,2024/5/25 00:00,5,2,2,4,1,5,71,6,0.71,1,5.03,3,KC,,4.36,1.3,R
Aaron Civale,2024/5/31 00:00,5.1,1,1,6,1,3,92,6,0.751,0,5.07,2.33,BAL,,4.36,1.3,R
Aaron Civale,2024/6/7 00:00,5,4,4,7,1,8,105,7,0.751,1,5.03,2.33,BAL,,4.36,1.3,R
Aaron Civale,2024/6/12 00:00,5.2,1,1,5,1,6,85,5,0.71,1,5.1,2,CHC,,4.36,1.3,R
Aaron Civale,2024/6/18 00:00,3.2,4,4,7,2,5,84,6,0.726,0,4.47,3,MIN,,4.36,1.3,R
Aaron Civale,2024/6/23 00:00,5,1,1,3,1,3,61,5,0.672,0,4.47,2,PIT,,4.36,1.3,R
Aaron Civale,2024/6/29 00:00,5.2,2,2,6,4,2,102,6,0.684,1,4.47,2.33,WSH,,4.36,1.3,R
Aaron Civale,2024/7/5 00:00,5,4,4,5,3,8,102,6,0.781,0,5.07,2.33,LAD,,4.36,1.3,R
Aaron Civale,2024/7/11 00:00,6.1,1,1,6,2,6,100,6,0.672,1,5.43,2.33,PIT,,4.36,1.3,R
Aaron Civale,2024/7/21 00:00,4.1,3,5,3,4,4,87,10,0.726,0,5.07,2.67,MIN,,4.36,1.3,R
Aaron Civale,2024/7/27 00:00,5.1,2,2,7,0,3,87,6,0.678,1,5.1,2,MIA,,4.36,1.3,R
Aaron Civale,2024/8/3 00:00,4,5,5,7,1,3,80,7,0.684,0,4.4,3.33,WSH,,4.36,1.3,R
Aaron Civale,2024/8/9 00:00,6.1,2,2,5,2,5,93,6,0.693,1,5.07,3,CIN,,4.36,1.3,R
Aaron Civale,2024/8/16 00:00,6,0,0,4,1,4,92,7,0.703,1,5.37,2.33,CLE,,4.36,1.3,R
Aaron Civale,2024/8/23 00:00,4,3,3,4,4,3,82,7,0.694,0,5.37,1.67,OAK,,4.36,1.3,R
Aaron Civale,2024/8/29 00:00,7,0,0,2,2,7,92,6,0.701,1,5.67,1,SF,,4.36,1.3,R
Aaron Civale,2024/9/3 00:00,5,3,3,6,0,7,89,5,0.703,1,5.33,2,STL,,4.36,1.3,R
Aaron Civale,2024/9/10 00:00,5.1,2,2,3,1,2,68,7,0.701,0,5.7,1.67,SF,,4.36,1.3,R
Aaron Civale,2024/9/16 00:00,5,1,1,7,1,6,90,6,0.75,1,5.03,2,PHI,,4.36,1.3,R
Aaron Civale,2024/9/21 00:00,4.1,3,3,3,3,2,91,5,0.777,1,4.73,2,AZ,,4.36,1.3,R
Aaron Civale,2024/9/26 00:00,6,0,0,3,1,5,86,5,0.672,0,5.03,1.33,PIT,,4.36,1.3,R
Aaron Civale,2024/10/1 00:00,3,0,0,0,1,2,35,5,0.734,1,4.37,1,NYM,,4.36,1.3,R
Aaron Nola,2024/3/30 00:00,4.1,6,7,11,1,3,83,5,0.724,1,4.1,6,ATL,,3.57,1.2,R
Aaron Nola,2024/4/5 00:00,5.2,0,0,2,4,4,95,6,0.684,0,4.65,3,WSH,,3.57,1.2,R
Aaron Nola,2024/4/10 00:00,6,2,2,3,3,3,93,5,0.703,0,5.1,2.67,STL,,3.57,1.2,R
Aaron Nola,2024/4/15 00:00,7.1,1,1,4,1,9,99,5,0.704,1,6.1,1,COL,,3.57,1.2,R
Aaron Nola,2024/4/21 00:00,8,2,2,4,1,7,91,6,0.618,1,7.03,1.67,CWS,,3.57,1.2,R
Aaron Nola,2024/4/26 00:00,8,3,3,7,1,10,106,5,0.745,0,7.7,2,SD,,3.57,1.2,R
Aaron Nola,2024/5/3 00:00,4,2,2,4,4,4,89,7,0.701,1,6.67,2.33,SF,,3.57,1.2,R
Aaron Nola,2024/5/8 00:00,5.2,4,4,9,0,7,96,5,0.703,1,5.73,3,TOR,,3.57,1.2,R
Aaron Nola,2024/5/14 00:00,9,0,0,4,0,8,109,6,0.734,0,6.07,2,NYM,,3.57,1.2,R
Aaron Nola,2024/5/19 00:00,7,2,3,2,3,5,101,5,0.684,1,7.07,2,WSH,,3.57,1.2,R
Aaron Nola,2024/5/25 00:00,6,2,3,5,2,5,103,6,0.704,0,7.33,1.33,COL,,3.57,1.2,R
Aaron Nola,2024/5/31 00:00,6.1,2,2,3,2,6,96,6,0.703,1,6.37,2,STL,,3.57,1.2,R
Aaron Nola,2024/6/5 00:00,7,0,0,2,0,5,94,5,0.729,1,6.37,1.33,MIL,,3.57,1.2,R
Aaron Nola,2024/6/13 00:00,3.2,8,8,11,2,2,90,8,0.741,0,5.43,3.33,BOS,,3.57,1.2,R
Aaron Nola,2024/6/18 00:00,6,3,3,4,1,6,95,5,0.745,1,5.4,3.67,SD,,3.57,1.2,R
Aaron Nola,2024/6/24 00:00,7,1,1,6,0,6,90,6,0.685,0,5.4,4,DET,,3.57,1.2,R
Aaron Nola,2024/6/29 00:00,6.2,3,3,6,0,9,100,5,0.678,1,6.4,2.33,MIA,,3.57,1.2,R
Aaron Nola,2024/7/5 00:00,6,3,3,5,0,8,103,6,0.724,0,6.4,2.33,ATL,,3.57,1.2,R
Aaron Nola,2024/7/11 00:00,6,1,1,4,2,9,101,6,0.781,1,6.07,2.33,LAD,,3.57,1.2,R
Aaron Nola,2024/7/19 00:00,5,4,4,6,1,4,80,8,0.672,0,5.67,2.67,PIT,,3.57,1.2,R
Aaron Nola,2024/7/24 00:00,6,1,1,6,3,6,98,5,0.726,0,5.67,2,MIN,,3.57,1.2,R
Aaron Nola,2024/7/30 00:00,5.2,2,2,7,3,4,95,6,0.761,1,5.4,2.33,NYY,,3.57,1.2,R
Aaron Nola,2024/8/5 00:00,6,4,4,8,0,4,96,6,0.781,0,5.73,2.33,LAD,,3.57,1.2,R
Aaron Nola,2024/8/10 00:00,5,3,4,9,3,4,88,5,0.777,0,5.4,3,AZ,,3.57,1.2,R
Aaron Nola,2024/8/16 00:00,6.2,0,0,7,2,4,112,6,0.684,1,5.73,2.33,WSH,,3.57,1.2,R
Aaron Nola,2024/8/21 00:00,5.1,2,2,8,2,5,100,5,0.724,0,5.43,1.67,ATL,,3.57,1.2,R
Aaron Nola,2024/8/27 00:00,7,0,0,4,1,6,102,6,0.741,1,6.1,0.67,HOU,,3.57,1.2,R
Aaron Nola,2024/9/1 00:00,6,2,2,4,1,9,100,5,0.724,1,6.03,1.33,ATL,,3.57,1.2,R
Aaron Nola,2024/9/7 00:00,4.2,4,5,9,2,5,101,6,0.678,0,5.73,2,MIA,,3.57,1.2,R
Aaron Nola,2024/9/13 00:00,4.1,6,6,6,2,7,90,6,0.734,1,4.77,4,NYM,,3.57,1.2,R
Aaron Nola,2024/9/18 00:00,7,1,1,3,1,9,97,5,0.729,0,5.1,3.67,MIL,,3.57,1.2,R
Aaron Nola,2024/9/23 00:00,6,2,2,7,2,7,102,5,0.71,1,5.7,3,CHC,,3.57,1.2,R
Aaron Nola,2024/9/29 00:00,5,3,3,9,0,7,96,6,0.684,0,6,2,WSH,,3.57,1.2,R
Aaron Nola,2024/10/8 00:00,5,4,4,5,2,8,86,9,0.734,0,5.33,3,NYM,,3.57,1.2,R
Adam Mazur,2024/6/4 00:00,6,1,1,2,4,2,78,5,0.671,0,6,1,LAA,,7.49,1.81,R
Adam Mazur,2024/6/9 00:00,3,8,8,8,3,2,82,5,0.777,1,4.5,4.5,AZ,,7.49,1.81,R
Adam Mazur,2024/6/15 00:00,3.2,2,2,3,6,4,84,6,0.734,0,4.07,3.67,NYM,,7.49,1.81,R
Adam Mazur,2024/6/20 00:00,4.2,3,3,5,3,3,87,5,0.729,1,3.47,4.33,MIL,,7.49,1.81,R
Adam Mazur,2024/6/25 00:00,5,4,4,6,1,0,55,5,0.684,1,4.13,3,WSH,,7.49,1.81,R
Adam Mazur,2024/7/3 00:00,4,4,4,7,0,4,74,8,0.686,0,4.4,3.67,TEX,,7.49,1.81,R
Adam Mazur,2024/7/9 00:00,4.2,5,5,7,2,6,86,6,0.687,1,4.4,4.33,SEA,,7.49,1.81,R
Adam Mazur,2024/7/26 00:00,2.2,1,1,2,2,1,39,17,0.751,0,3.47,3.33,BAL,,7.49,1.81,R
Adam Oller,2024/8/19 00:00,4.2,5,5,3,4,2,90,5,0.777,1,4.2,5,AZ,,5.31,1.54,R
Adam Oller,2024/8/25 00:00,5.2,1,1,4,2,6,95,6,0.71,1,4.7,3,CHC,,5.31,1.54,R
Adam Oller,2024/8/30 00:00,6,0,0,2,2,8,90,5,0.701,0,5.13,2,SF,,5.31,1.54,R
Adam Oller,2024/9/5 00:00,5.1,4,4,5,5,6,90,6,0.75,1,5.43,1.67,PHI,,5.31,1.54,R
Adam Oller,2024/9/10 00:00,5,6,6,7,3,2,83,5,0.672,0,5.37,3.33,PIT,,5.31,1.54,R
Adam Oller,2024/9/15 00:00,5,3,3,6,2,2,76,5,0.684,0,5.03,4.33,WSH,,5.31,1.54,R
Adam Oller,2024/9/21 00:00,5.2,2,2,8,2,7,92,6,0.724,1,5.07,3.67,ATL,,5.31,1.54,R
Adam Oller,2024/9/27 00:00,5,4,4,8,2,3,95,6,0.703,0,5.07,3,TOR,,5.31,1.54,R
Adrian Houser,2024/4/4 00:00,5,1,1,3,3,3,67,5,0.685,1,5,1,DET,,5.84,1.53,R
Adrian Houser,2024/4/9 00:00,5,5,5,8,2,1,95,5,0.724,0,5,3,ATL,,5.84,1.53,R
Adrian Houser,2024/4/15 00:00,5.1,2,2,2,5,5,95,6,0.672,1,5.03,2.67,PIT,,5.84,1.53,R
Adrian Houser,2024/4/21 00:00,4,8,8,7,4,3,81,6,0.781,0,4.7,5,LAD,,5.84,1.53,R
Adrian Houser,2024/4/27 00:00,4.1,6,6,9,2,2,89,6,0.703,1,4.4,5.33,STL,,5.84,1.53,R
Adrian Houser,2024/5/2 00:00,5,4,4,4,4,2,82,5,0.71,1,4.37,6,CHC,,5.84,1.53,R
Adrian Houser,2024/5/10 00:00,2,0,0,1,2,0,32,8,0.724,1,3.7,3.33,ATL,,5.84,1.53,R
Adrian Houser,2024/5/15 00:00,2,1,3,3,1,1,41,5,0.75,0,3,1.67,PHI,,5.84,1.53,R
Adrian Houser,2024/5/21 00:00,5,6,6,6,1,4,72,6,0.703,0,3,2.33,CLE,,5.84,1.53,R
Adrian Houser,2024/5/26 00:00,4,1,1,2,1,2,44,5,0.701,1,3.67,2.67,SF,,5.84,1.53,R
Adrian Houser,2024/5/30 00:00,2,0,0,0,1,2,28,4,0.777,1,3.67,2.33,AZ,,5.84,1.53,R
Adrian Houser,2024/6/3 00:00,2.1,0,0,2,2,0,49,4,0.684,0,2.7,0.33,WSH,,5.84,1.53,R
Adrian Houser,2024/6/8 00:00,2.2,0,0,2,0,2,30,5,0.75,1,2.1,0,PHI,,5.84,1.53,R
Adrian Houser,2024/6/16 00:00,2,1,1,3,0,1,34,8,0.745,1,2.1,0.33,SD,,5.84,1.53,R
Adrian Houser,2024/6/19 00:00,1,0,0,1,0,2,13,3,0.686,0,1.73,0.33,TEX,,5.84,1.53,R
Adrian Houser,2024/6/22 00:00,3.2,1,2,4,1,2,54,3,0.71,0,2.07,0.67,CHC,,5.84,1.53,R
Adrian Houser,2024/6/26 00:00,3,0,0,2,1,3,44,4,0.761,1,2.4,0.33,NYY,,5.84,1.53,R
Adrian Houser,2024/6/30 00:00,2,0,0,2,0,1,31,4,0.741,1,2.73,0.33,HOU,,5.84,1.53,R
Adrian Houser,2024/7/4 00:00,1,1,1,1,0,2,15,4,0.684,0,2,0.33,WSH,,5.84,1.53,R
Adrian Houser,2024/7/8 00:00,2.1,3,3,5,0,2,36,4,0.672,0,1.7,1.33,PIT,,5.84,1.53,R
Adrian Houser,2024/7/14 00:00,2,3,3,3,1,2,39,6,0.704,1,1.7,2.33,COL,,5.84,1.53,R
Adrian Houser,2024/7/21 00:00,2.2,1,1,2,1,2,35,7,0.678,0,2.1,2.33,MIA,,5.84,1.53,R
Adrian Houser,2024/7/24 00:00,1,1,1,2,0,1,25,3,0.761,0,1.73,1.67,NYY,,5.84,1.53,R
AJ Smith-Shawver,2024/5/23 00:00,4.1,0,0,3,2,4,87,5,0.71,0,4.1,0,CHC,,0,1.15,R
AJ Smith-Shawver,2024/10/1 00:00,1.1,3,3,4,0,1,29,131,0.745,0,2.6,1.5,SD,,0,1.15,R
Alec Marsh,2024/4/2 00:00,7,1,1,2,1,5,76,5,0.751,0,7,1,BAL,,4.53,1.26,R
Alec Marsh,2024/4/7 00:00,4.2,3,3,8,1,3,78,5,0.618,1,5.6,2,CWS,,4.53,1.26,R
Alec Marsh,2024/4/13 00:00,5,4,4,5,1,2,90,6,0.734,0,5.4,2.67,NYM,,4.53,1.26,R
Alec Marsh,2024/4/19 00:00,5.2,0,0,3,2,6,86,6,0.751,1,4.8,2.33,BAL,,4.53,1.26,R
Alec Marsh,2024/4/24 00:00,4.1,0,0,2,2,1,67,5,0.703,1,4.77,1.33,TOR,,4.53,1.26,R
Alec Marsh,2024/5/10 00:00,5.1,1,1,4,2,7,85,16,0.671,0,4.8,0.33,LAA,,4.53,1.26,R
Alec Marsh,2024/5/15 00:00,5,1,2,5,1,7,102,5,0.687,0,4.73,0.67,SEA,,4.53,1.26,R
Alec Marsh,2024/5/21 00:00,6,3,3,5,2,5,94,6,0.685,1,5.37,1.67,DET,,4.53,1.26,R
Alec Marsh,2024/5/27 00:00,7,5,5,5,2,7,103,6,0.726,0,6,3,MIN,,4.53,1.26,R
Alec Marsh,2024/6/1 00:00,5,5,5,7,3,3,80,5,0.745,1,6,4.33,SD,,4.53,1.26,R
Alec Marsh,2024/6/8 00:00,5,4,4,7,0,8,90,7,0.687,1,5.67,4.67,SEA,,4.53,1.26,R
Alec Marsh,2024/6/13 00:00,7,0,0,1,2,7,96,5,0.761,1,5.67,3,NYY,,4.53,1.26,R
Alec Marsh,2024/6/18 00:00,3,7,7,7,2,4,76,5,0.694,0,5,3.67,OAK,,4.53,1.26,R
Alec Marsh,2024/6/23 00:00,5.2,3,3,8,2,4,101,5,0.686,0,5.07,3.33,TEX,,4.53,1.26,R
Alec Marsh,2024/6/28 00:00,6,1,1,4,2,5,91,5,0.703,1,4.73,3.67,CLE,,4.53,1.26,R
Alec Marsh,2024/7/4 00:00,3,5,5,6,3,1,75,6,0.669,1,4.73,3,TB,,4.53,1.26,R
Alec Marsh,2024/7/10 00:00,6,3,3,3,1,8,101,6,0.703,0,5,3,STL,,4.53,1.26,R
Alec Marsh,2024/7/19 00:00,1,0,0,2,0,1,24,9,0.618,1,3.33,2.67,CWS,,4.53,1.26,R
Alec Marsh,2024/7/23 00:00,5,5,5,5,2,6,87,4,0.777,1,4,2.67,AZ,,4.53,1.26,R
Alec Marsh,2024/7/29 00:00,4.2,2,2,6,1,3,69,6,0.618,0,3.4,2.33,CWS,,4.53,1.26,R
Alec Marsh,2024/8/26 00:00,4.2,2,4,5,1,2,87,28,0.703,0,4.47,3,CLE,,4.53,1.26,R
Alec Marsh,2024/9/1 00:00,5,3,3,4,1,5,73,6,0.741,0,4.47,2.33,HOU,,4.53,1.26,R
Alec Marsh,2024/9/7 00:00,5,2,2,4,0,5,84,6,0.726,1,4.73,2.33,MIN,,4.53,1.26,R
Alec Marsh,2024/9/13 00:00,5.1,1,1,5,2,11,96,6,0.672,0,5.03,2,PIT,,4.53,1.26,R
Alec Marsh,2024/9/18 00:00,2.2,3,4,5,3,5,73,5,0.685,1,4.1,2,DET,,4.53,1.26,R
Alec Marsh,2024/9/29 00:00,5,1,2,5,0,2,77,11,0.724,0,4.1,1.67,ATL,,4.53,1.26,R
Alek Manoah,2024/5/5 00:00,4,6,7,6,4,6,92,5,0.684,0,4,6,WSH,,3.7,1.03,R
Alek Manoah,2024/5/12 00:00,7,0,3,4,1,6,78,7,0.726,1,5.5,3,MIN,,3.7,1.03,R
Alek Manoah,2024/5/19 00:00,7,0,0,1,1,7,103,7,0.669,1,6,2,TB,,3.7,1.03,R
Alek Manoah,2024/5/24 00:00,4.2,4,6,5,2,4,97,5,0.685,0,6.07,1.33,DET,,3.7,1.03,R
Alek Manoah,2024/5/29 00:00,1.2,0,0,1,0,3,23,5,0.618,0,4.13,1.33,CWS,,3.7,1.03,R
Alex Cobb,2024/8/9 00:00,4.2,4,5,9,1,1,82,5,0.726,0,4.2,4,MIN,,2.76,1.04,R
Alex Cobb,2024/8/14 00:00,5.2,1,1,3,2,3,80,5,0.71,1,4.7,2.5,CHC,,2.76,1.04,R
Alex Cobb,2024/9/1 00:00,6,0,1,2,0,6,80,18,0.672,1,5.13,1.67,PIT,,2.76,1.04,R
Alex Cobb,2024/10/9 00:00,3,2,2,3,1,2,41,38,0.685,0,4.73,1,DET,,2.76,1.04,R
Alex Cobb,2024/10/14 00:00,2.2,3,3,5,3,3,65,5,0.761,0,3.73,1.67,NYY,,2.76,1.04,R
Alex Faedo,2024/3/30 00:00,1.2,0,0,1,0,1,25,5,0.618,0,1.2,0,CWS,,3.61,1.34,R
Alex Faedo,2024/4/1 00:00,2,0,0,1,1,3,38,2,0.734,0,1.6,0,NYM,,3.61,1.34,R
Alex Faedo,2024/4/4 00:00,0.2,2,2,2,1,1,18,3,0.734,0,1.13,0.67,NYM,,3.61,1.34,R
Alex Faedo,2024/4/7 00:00,2,0,0,2,1,0,34,3,0.694,1,1.4,0.67,OAK,,3.61,1.34,R
Alex Faedo,2024/4/12 00:00,2,0,0,0,1,2,25,5,0.726,1,1.4,0.67,MIN,,3.61,1.34,R
Alex Faedo,2024/4/15 00:00,2,0,0,1,0,0,27,3,0.686,1,2,0,TEX,,3.61,1.34,R
Alex Faedo,2024/4/18 00:00,2.1,0,1,1,0,1,26,3,0.686,1,2.03,0,TEX,,3.61,1.34,R
Alex Faedo,2024/4/21 00:00,1,1,1,2,1,0,23,3,0.726,0,1.7,0.33,MIN,,3.61,1.34,R
Alex Faedo,2024/4/23 00:00,2,2,2,3,1,1,28,2,0.669,0,1.7,1,TB,,3.61,1.34,R
Alex Faedo,2024/4/27 00:00,2,0,0,0,0,0,26,4,0.71,1,1.67,1,KC,,3.61,1.34,R
Alex Faedo,2024/4/30 00:00,2,1,1,3,1,3,44,3,0.703,1,2,1,STL,,3.61,1.34,R
Alex Faedo,2024/5/3 00:00,1.1,0,0,0,1,4,26,3,0.761,0,1.7,0.33,NYY,,3.61,1.34,R
Alex Faedo,2024/5/7 00:00,2,0,0,0,0,1,18,4,0.703,0,1.7,0.33,CLE,,3.61,1.34,R
Alex Faedo,2024/5/10 00:00,1,0,0,0,0,1,10,3,0.741,1,1.37,0,HOU,,3.61,1.34,R
Alex Faedo,2024/5/13 00:00,2.1,2,2,3,0,4,33,3,0.678,1,1.7,0.67,MIA,,3.61,1.34,R
Alex Faedo,2024/5/19 00:00,2,1,1,1,1,3,31,6,0.777,0,1.7,1,AZ,,3.61,1.34,R
Alex Faedo,2024/5/23 00:00,1.2,3,3,3,1,1,32,4,0.703,1,1.77,2,TOR,,3.61,1.34,R
Alex Faedo,2024/5/25 00:00,0.2,0,0,1,0,0,18,2,0.703,1,1.13,1.33,TOR,,3.61,1.34,R
Alex Faedo,2024/5/30 00:00,1,0,0,1,0,1,24,5,0.741,0,0.8,1,BOS,,3.61,1.34,R
Alex Faedo,2024/6/2 00:00,1.1,1,1,2,0,0,15,3,0.741,0,0.77,0.33,BOS,,3.61,1.34,R
Alex Faedo,2024/6/4 00:00,1.2,0,0,1,3,2,44,2,0.686,0,1.1,0.33,TEX,,3.61,1.34,R
Alex Faedo,2024/6/30 00:00,1.2,1,1,2,0,3,26,26,0.671,0,1.17,0.67,LAA,,3.61,1.34,R
Alex Faedo,2024/7/3 00:00,1.1,0,0,1,2,1,24,3,0.726,0,1.17,0.33,MIN,,3.61,1.34,R
Alex Faedo,2024/7/6 00:00,2,0,0,1,0,2,25,3,0.693,0,1.43,0.33,CIN,,3.61,1.34,R
Alex Faedo,2024/7/7 00:00,1,0,0,1,0,1,13,1,0.693,0,1.37,0,CIN,,3.61,1.34,R
Alex Faedo,2024/7/10 00:00,1,1,1,0,2,0,26,3,0.703,1,1.33,0.33,CLE,,3.61,1.34,R
Alex Faedo,2024/7/13 00:00,1.2,2,2,3,1,1,33,3,0.781,1,1.07,1,LAD,,3.61,1.34,R
Alex Faedo,2024/7/14 00:00,0.1,0,0,0,1,1,12,1,0.781,1,0.77,1,LAD,,3.61,1.34,R
Alex Faedo,2024/7/20 00:00,2,0,0,1,0,3,35,6,0.703,0,1.1,0.67,TOR,,3.61,1.34,R
Alex Faedo,2024/7/23 00:00,1.2,2,2,4,0,1,32,3,0.703,0,1.1,0.67,CLE,,3.61,1.34,R
Alex Faedo,2024/7/25 00:00,2,0,0,1,0,3,22,2,0.703,0,1.73,0.67,CLE,,3.61,1.34,R
Alex Faedo,2024/7/28 00:00,1,1,1,2,0,3,29,3,0.726,1,1.4,1,MIN,,3.61,1.34,R
Alex Faedo,2024/7/30 00:00,1.2,2,2,2,0,1,29,2,0.703,1,1.4,1,CLE,,3.61,1.34,R
Alex Faedo,2024/8/4 00:00,1.2,0,0,2,1,3,37,5,0.71,1,1.13,1,KC,,3.61,1.34,R
Alex Faedo,2024/8/10 00:00,1,0,0,0,3,1,31,6,0.701,0,1.13,0.67,SF,,3.61,1.34,R
Alex Faedo,2024/8/15 00:00,1,1,1,0,4,1,33,5,0.687,1,1.07,0.33,SEA,,3.61,1.34,R
Alex Faedo,2024/8/20 00:00,1.2,0,0,1,1,1,35,5,0.71,0,1.07,0.33,CHC,,3.61,1.34,R
Alex Wood,2024/3/28 00:00,3.1,6,6,7,1,3,78,5,0.703,1,3.1,6,CLE,,5.26,1.78,L
Alex Wood,2024/4/2 00:00,5,3,3,6,2,7,96,5,0.741,1,4.05,4.5,BOS,,5.26,1.78,L
Alex Wood,2024/4/9 00:00,4,2,2,5,3,2,67,7,0.686,0,4.03,3.67,TEX,,5.26,1.78,L
Alex Wood,2024/4/14 00:00,4.1,4,4,7,4,4,100,5,0.684,1,4.37,3,WSH,,5.26,1.78,L
Alex Wood,2024/4/20 00:00,5,4,4,8,1,4,86,6,0.703,0,4.37,3.33,CLE,,5.26,1.78,L
Alex Wood,2024/4/25 00:00,5.2,1,1,8,2,5,98,5,0.761,0,4.77,3,NYY,,5.26,1.78,L
Alex Wood,2024/4/30 00:00,4,2,2,4,4,4,93,5,0.672,1,4.73,2.33,PIT,,5.26,1.78,L
Alex Wood,2024/5/6 00:00,6,0,0,2,1,3,78,6,0.686,1,5.07,1,TEX,,5.26,1.78,L
Alex Wood,2024/5/12 00:00,2,1,5,4,1,1,60,6,0.687,0,4,1,SEA,,5.26,1.78,L
Allan Winans,2024/4/11 00:00,5,6,7,8,2,1,82,5,0.734,1,5,6,NYM,,15.26,2.35,R
Allan Winans,2024/7/24 00:00,2.2,7,7,6,2,3,65,104,0.693,1,3.6,6.5,CIN,,15.26,2.35,R
Andrew Abbott,2024/4/1 00:00,5.1,2,2,3,2,4,90,5,0.75,0,5.1,2,PHI,,3.72,1.3,L
Andrew Abbott,2024/4/7 00:00,5,2,3,7,2,4,95,6,0.734,1,5.05,2,NYM,,3.72,1.3,L
Andrew Abbott,2024/4/12 00:00,7,1,1,4,0,3,103,5,0.618,0,5.7,1.67,CWS,,3.72,1.3,L
Andrew Abbott,2024/4/17 00:00,6,2,2,4,3,6,104,5,0.687,0,6,1.67,SEA,,3.72,1.3,L
Andrew Abbott,2024/4/23 00:00,4.1,1,1,2,4,3,79,6,0.75,1,5.7,1.33,PHI,,3.72,1.3,L
Andrew Abbott,2024/4/28 00:00,5.1,4,4,6,0,7,85,5,0.686,0,5.07,2.33,TEX,,3.72,1.3,L
Andrew Abbott,2024/5/4 00:00,5,2,2,7,0,8,84,6,0.751,1,4.73,2.33,BAL,,3.72,1.3,L
Andrew Abbott,2024/5/10 00:00,5,2,2,6,1,2,88,6,0.701,0,5.03,2.67,SF,,3.72,1.3,L
Andrew Abbott,2024/5/15 00:00,7,1,1,4,2,4,95,5,0.777,0,5.67,1.67,AZ,,3.72,1.3,L
Andrew Abbott,2024/5/21 00:00,7,0,0,4,1,2,92,6,0.745,1,6.33,1,SD,,3.72,1.3,L
Andrew Abbott,2024/5/28 00:00,6,6,6,7,2,3,94,7,0.703,1,6.67,2.33,STL,,3.72,1.3,L
Andrew Abbott,2024/6/3 00:00,6,3,3,7,1,6,96,6,0.704,0,6.33,3,COL,,3.72,1.3,L
Andrew Abbott,2024/6/8 00:00,5,1,1,5,4,5,99,5,0.71,1,5.67,3.33,CHC,,3.72,1.3,L
Andrew Abbott,2024/6/15 00:00,5,3,3,4,3,3,94,7,0.729,0,5.33,2.33,MIL,,3.72,1.3,L
Andrew Abbott,2024/6/21 00:00,5.2,2,2,4,1,10,90,6,0.741,1,5.07,2,BOS,,3.72,1.3,L
Andrew Abbott,2024/6/27 00:00,5,2,2,2,6,2,102,6,0.703,0,5.07,2.33,STL,,3.72,1.3,L
Andrew Abbott,2024/7/3 00:00,6.1,1,1,3,4,2,98,6,0.761,0,5.43,1.67,NYY,,3.72,1.3,L
Andrew Abbott,2024/7/8 00:00,7,0,0,3,2,8,106,5,0.704,1,6.03,1,COL,,3.72,1.3,L
Andrew Abbott,2024/7/13 00:00,3.1,5,5,7,2,4,78,5,0.678,1,5.4,2,MIA,,3.72,1.3,L
Andrew Abbott,2024/7/21 00:00,6.2,0,2,6,3,1,103,8,0.684,0,5.43,1.67,WSH,,3.72,1.3,L
Andrew Abbott,2024/7/27 00:00,4,4,4,8,2,2,88,6,0.669,0,4.43,3,TB,,3.72,1.3,L
Andrew Abbott,2024/8/2 00:00,4.1,2,2,7,1,8,90,6,0.701,1,4.77,2,SF,,3.72,1.3,L
